item_name,Alcohol,Calcium,Calories,Cholesterol,Dietary Fiber,Iron,Protein,Saturated Fat,Sodium,Sugars,Total Carbohydrate,Total Fat,Trans Fat,Vitamin A,Vitamin C,Brand Name,Meal Type,Source URL,Potassium,Caffeine,Monounsaturated Fat,Polyunsaturated Fat,Omega- Fatty Acids,Alcohol_values,Alcohol_units,Calcium_values,Calcium_units,Cholesterol_values,Cholesterol_units,Dietary Fiber_values,Dietary Fiber_units,Iron_values,Iron_units,Protein_values,Protein_units,Saturated Fat_values,Saturated Fat_units,Sodium_values,Sodium_units,Sugars_values,Sugars_units,Total Carbohydrate_values,Total Carbohydrate_units,Total Fat_values,Total Fat_units,Vitamin A_values,Vitamin A_units,Vitamin C_values,Vitamin C_units,Potassium_values,Potassium_units,Trans Fat_values,Trans Fat_units,Monounsaturated Fat_values,Monounsaturated Fat_units,Polyunsaturated Fat_values,Polyunsaturated Fat_units,Caffeine_values,Caffeine_units,Omega- Fatty Acids_values,Omega- Fatty Acids_units,Unnamed: 0
"Chicken & Waffles, frozen",0 g,200 mg,620,95 mg,1 g,3 mg,24 g,4 g,1150 mg,36 g,83 g,21 g,0 g,750 mg,0 mg,Devour,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-chicken-waffles-frozen/i96fluwBTNG_0Mt_B2XfzA,,,,,,0.0,g,200.0,mg,95.0,mg,1.0,g,3.0,mg,24.0,g,4.0,g,1150.0,mg,36.0,g,83.0,g,21.0,g,750.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"Cheese Ravioli with Sun-dried Tomato Cream Sauce, frozen",0 g,400 mg,490,80 mg,5 g,9 mg,22 g,11 g,990 mg,12 g,59 g,19 g,0.5 g,400 mg,9 mg,Devour,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-cheese-ravioli-with-sun-dried-tomato-cream-sauce-frozen/BBmhX4y5S82JhtRDiPRNoA,,,,,,0.0,g,400.0,mg,80.0,mg,5.0,g,9.0,mg,22.0,g,11.0,g,990.0,mg,12.0,g,59.0,g,19.0,g,400.0,mg,9.0,mg,,,0.5,g,,,,,,,,,
"Deep Dish Three Meat Pizza, frozen",0 g,300 mg,660,40 mg,4 g,5 mg,23 g,16 g,1140 mg,6 g,63 g,35 g,0 g,200 mg,5 mg,Devour,Frozen Pizzas,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-pizzas-deep-dish-three-meat-pizza-frozen/4iI42oFwTeG9idFE53GjNQ,,,,,,0.0,g,300.0,mg,40.0,mg,4.0,g,5.0,mg,23.0,g,16.0,g,1140.0,mg,6.0,g,63.0,g,35.0,g,200.0,mg,5.0,mg,,,0.0,g,,,,,,,,,
"Lasagna Alfredo with Bacon & Sausage, frozen",0 g,500 mg,570,105 mg,2 g,3 mg,26 g,14 g,990 mg,4 g,33 g,37 g,1 g,300 mg,4 mg,Devour,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-lasagna-alfredo-with-bacon-sausage-frozen/LoUL1Jr_TRy22im51d-fdQ,,,,,,0.0,g,500.0,mg,105.0,mg,2.0,g,3.0,mg,26.0,g,14.0,g,990.0,mg,4.0,g,33.0,g,37.0,g,300.0,mg,4.0,mg,,,1.0,g,,,,,,,,,
"Italian Sausage Lasagna, frozen",0 g,450 mg,470,100 mg,4 g,4 mg,25 g,10 g,990 mg,10 g,41 g,23 g,0.5 g,1750 mg,15 mg,Devour,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-italian-sausage-lasagna-frozen/QRcxk6BbRcGb9fkg9xkPQw,,,,,,0.0,g,450.0,mg,100.0,mg,4.0,g,4.0,mg,25.0,g,10.0,g,990.0,mg,10.0,g,41.0,g,23.0,g,1750.0,mg,15.0,mg,,,0.5,g,,,,,,,,,
"Pulled Chicken Burrito Bowl, frozen",0 g,350 mg,450,90 mg,8 g,5 mg,32 g,8 g,950 mg,6 g,46 g,15 g,0 g,1750 mg,21 mg,Devour,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-pulled-chicken-burrito-bowl-frozen/ci-4WxFdRsWUFBp5K0BE5g,,,,,,0.0,g,350.0,mg,90.0,mg,8.0,g,5.0,mg,32.0,g,8.0,g,950.0,mg,6.0,g,46.0,g,15.0,g,1750.0,mg,21.0,mg,,,0.0,g,,,,,,,,,
"Pesto Ravioli with Spicy Italian Sausage, frozen",0 g,550 mg,670,95 mg,4 g,3 mg,29 g,14 g,1180 mg,5 g,55 g,37 g,0.5 g,1250 mg,2 mg,Devour,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-pesto-ravioli-with-spicy-italian-sausage-frozen/IuaYi4b0TwWlfv1UzYde_g,,,,,,0.0,g,550.0,mg,95.0,mg,4.0,g,3.0,mg,29.0,g,14.0,g,1180.0,mg,5.0,g,55.0,g,37.0,g,1250.0,mg,2.0,mg,,,0.5,g,,,,,,,,,
"Chicken Enchiladas Suiza, frozen",0 g,250 mg,460,55 mg,10 g,3 mg,20 g,8 g,990 mg,3 g,55 g,18 g,1 g,1750 mg,18 mg,Devour,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-chicken-enchiladas-suiza-frozen/-U-uEE8tS1qa1fpcCViusw,,,,,,0.0,g,250.0,mg,55.0,mg,10.0,g,3.0,mg,20.0,g,8.0,g,990.0,mg,3.0,g,55.0,g,18.0,g,1750.0,mg,18.0,mg,,,1.0,g,,,,,,,,,
"Cheese Ravioli with Sun-dried Tomato Cream Sauce, frozen",0 g,400 mg,490,80 mg,5 g,9 mg,22 g,11 g,990 mg,12 g,59 g,19 g,0.5 g,400 mg,9 mg,Devour,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-cheese-ravioli-with-sun-dried-tomato-cream-sauce-frozen/BBmhX4y5S82JhtRDiPRNoA,,,,,,0.0,g,400.0,mg,80.0,mg,5.0,g,9.0,mg,22.0,g,11.0,g,990.0,mg,12.0,g,59.0,g,19.0,g,400.0,mg,9.0,mg,,,0.5,g,,,,,,,,,
"Lasagna Alfredo with Bacon & Sausage, frozen",0 g,500 mg,570,105 mg,2 g,3 mg,26 g,14 g,990 mg,4 g,33 g,37 g,1 g,300 mg,4 mg,Devour,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-lasagna-alfredo-with-bacon-sausage-frozen/LoUL1Jr_TRy22im51d-fdQ,,,,,,0.0,g,500.0,mg,105.0,mg,2.0,g,3.0,mg,26.0,g,14.0,g,990.0,mg,4.0,g,33.0,g,37.0,g,300.0,mg,4.0,mg,,,1.0,g,,,,,,,,,
"Angus Beef with Cornbread, frozen",0 g,60 mg,750,85 mg,2 g,5 mg,29 g,7 g,950 mg,44 g,83 g,34 g,0 g,300 mg,4 mg,Devour,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-angus-beef-with-cornbread-frozen/lznbdTjHSBGe9GVmPXpylw,,,,,,0.0,g,60.0,mg,85.0,mg,2.0,g,5.0,mg,29.0,g,7.0,g,950.0,mg,44.0,g,83.0,g,34.0,g,300.0,mg,4.0,mg,,,0.0,g,,,,,,,,,
"Buffalo Chicken Mac & Cheese, frozen",0 g,400 mg,460,75 mg,2 g,1 mg,24 g,11 g,1770 mg,7 g,24 g,30 g,1 g,400 mg,0 mg,Devour,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-buffalo-chicken-mac-cheese-frozen/cu94kjIjRri5hDkPDxMn_w,,,,,,0.0,g,400.0,mg,75.0,mg,2.0,g,1.0,mg,24.0,g,11.0,g,1770.0,mg,7.0,g,24.0,g,30.0,g,400.0,mg,0.0,mg,,,1.0,g,,,,,,,,,
"Chicken & Waffles, frozen",0 g,200 mg,620,95 mg,1 g,3 mg,24 g,4 g,1150 mg,36 g,83 g,21 g,0 g,750 mg,0 mg,Devour,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-chicken-waffles-frozen/i96fluwBTNG_0Mt_B2XfzA,,,,,,0.0,g,200.0,mg,95.0,mg,1.0,g,3.0,mg,24.0,g,4.0,g,1150.0,mg,36.0,g,83.0,g,21.0,g,750.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"Cheese Ravioli with Sun-dried Tomato Cream Sauce, frozen",0 g,400 mg,490,80 mg,5 g,9 mg,22 g,11 g,990 mg,12 g,59 g,19 g,0.5 g,400 mg,9 mg,Devour,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-cheese-ravioli-with-sun-dried-tomato-cream-sauce-frozen/BBmhX4y5S82JhtRDiPRNoA,,,,,,0.0,g,400.0,mg,80.0,mg,5.0,g,9.0,mg,22.0,g,11.0,g,990.0,mg,12.0,g,59.0,g,19.0,g,400.0,mg,9.0,mg,,,0.5,g,,,,,,,,,
"Deep Dish Three Meat Pizza, frozen",0 g,300 mg,660,40 mg,4 g,5 mg,23 g,16 g,1140 mg,6 g,63 g,35 g,0 g,200 mg,5 mg,Devour,Frozen Pizzas,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-pizzas-deep-dish-three-meat-pizza-frozen/4iI42oFwTeG9idFE53GjNQ,,,,,,0.0,g,300.0,mg,40.0,mg,4.0,g,5.0,mg,23.0,g,16.0,g,1140.0,mg,6.0,g,63.0,g,35.0,g,200.0,mg,5.0,mg,,,0.0,g,,,,,,,,,
"Lasagna Alfredo with Bacon & Sausage, frozen",0 g,500 mg,570,105 mg,2 g,3 mg,26 g,14 g,990 mg,4 g,33 g,37 g,1 g,300 mg,4 mg,Devour,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-lasagna-alfredo-with-bacon-sausage-frozen/LoUL1Jr_TRy22im51d-fdQ,,,,,,0.0,g,500.0,mg,105.0,mg,2.0,g,3.0,mg,26.0,g,14.0,g,990.0,mg,4.0,g,33.0,g,37.0,g,300.0,mg,4.0,mg,,,1.0,g,,,,,,,,,
"Pulled Chicken Burrito Bowl, frozen",0 g,350 mg,450,90 mg,8 g,5 mg,32 g,8 g,950 mg,6 g,46 g,15 g,0 g,1750 mg,21 mg,Devour,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-pulled-chicken-burrito-bowl-frozen/ci-4WxFdRsWUFBp5K0BE5g,,,,,,0.0,g,350.0,mg,90.0,mg,8.0,g,5.0,mg,32.0,g,8.0,g,950.0,mg,6.0,g,46.0,g,15.0,g,1750.0,mg,21.0,mg,,,0.0,g,,,,,,,,,
"Italian Sausage Lasagna, frozen",0 g,450 mg,470,100 mg,4 g,4 mg,25 g,10 g,990 mg,10 g,41 g,23 g,0.5 g,1750 mg,15 mg,Devour,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-italian-sausage-lasagna-frozen/QRcxk6BbRcGb9fkg9xkPQw,,,,,,0.0,g,450.0,mg,100.0,mg,4.0,g,4.0,mg,25.0,g,10.0,g,990.0,mg,10.0,g,41.0,g,23.0,g,1750.0,mg,15.0,mg,,,0.5,g,,,,,,,,,
"Chicken Enchiladas Suiza, frozen",0 g,250 mg,460,55 mg,10 g,3 mg,20 g,8 g,990 mg,3 g,55 g,18 g,1 g,1750 mg,18 mg,Devour,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-chicken-enchiladas-suiza-frozen/-U-uEE8tS1qa1fpcCViusw,,,,,,0.0,g,250.0,mg,55.0,mg,10.0,g,3.0,mg,20.0,g,8.0,g,990.0,mg,3.0,g,55.0,g,18.0,g,1750.0,mg,18.0,mg,,,1.0,g,,,,,,,,,
"Pesto Ravioli with Spicy Italian Sausage, frozen",0 g,550 mg,670,95 mg,4 g,3 mg,29 g,14 g,1180 mg,5 g,55 g,37 g,0.5 g,1250 mg,2 mg,Devour,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-pesto-ravioli-with-spicy-italian-sausage-frozen/IuaYi4b0TwWlfv1UzYde_g,,,,,,0.0,g,550.0,mg,95.0,mg,4.0,g,3.0,mg,29.0,g,14.0,g,1180.0,mg,5.0,g,55.0,g,37.0,g,1250.0,mg,2.0,mg,,,0.5,g,,,,,,,,,
"Premium, Pork Mild Country Sausage, cooked",0 g,20 mg,180,40 mg,0 g,1 mg,9 g,5 g,390 mg,0 g,1 g,15 g,0 g,0 mg,0 mg,Jimmy Dean,"Franks, Wieners & Sausages",https://www.calorieking.com/us/en/foods/f/calories-in-franks-wieners-sausages-premium-pork-mild-country-sausage-cooked/2-BVMEJeSrONL9EJTqTSCQ,,,,,,0.0,g,20.0,mg,40.0,mg,0.0,g,1.0,mg,9.0,g,5.0,g,390.0,mg,0.0,g,1.0,g,15.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"Sausage, Egg & Cheese Biscuit Sandwich",0 g,200 mg,410,130 mg,2 g,2 mg,12 g,12 g,830 mg,4 g,26 g,29 g,0 g,400 mg,0 mg,Jimmy Dean,Breakfasts: Frozen & Packaged,https://www.calorieking.com/us/en/foods/f/calories-in-breakfasts-frozen-packaged-sausage-egg-cheese-biscuit-sandwich/t2wr_ZlKSCKL2fqvyVv9gA,300 mg,,,,,0.0,g,200.0,mg,130.0,mg,2.0,g,2.0,mg,12.0,g,12.0,g,830.0,mg,4.0,g,26.0,g,29.0,g,400.0,mg,0.0,mg,300.0,mg,0.0,g,,,,,,,,,
Meat Lovers Breakfast Bowl,0 g,250 mg,460,265 mg,2 g,1 mg,24 g,13 g,1130 mg,1 g,17 g,33 g,0 g,750 mg,4 mg,Jimmy Dean,Breakfasts: Frozen & Packaged,https://www.calorieking.com/us/en/foods/f/calories-in-breakfasts-frozen-packaged-meat-lovers-breakfast-bowl/DwBK_rV3SXuJLEZ297FDaQ,,,,,,0.0,g,250.0,mg,265.0,mg,2.0,g,1.0,mg,24.0,g,13.0,g,1130.0,mg,1.0,g,17.0,g,33.0,g,750.0,mg,4.0,mg,,,0.0,g,,,,,,,,,
Ham & Cheese Croissant Sandwich,0 g,100 mg,260,25 mg,2 g,2 mg,11 g,6 g,610 mg,5 g,27 g,12 g,0 g,200 mg,0 mg,Jimmy Dean,Breakfasts: Frozen & Packaged,https://www.calorieking.com/us/en/foods/f/calories-in-breakfasts-frozen-packaged-ham-cheese-croissant-sandwich/3wq5KFPoTjiH9lcwsccGig,,,,,,0.0,g,100.0,mg,25.0,mg,2.0,g,2.0,mg,11.0,g,6.0,g,610.0,mg,5.0,g,27.0,g,12.0,g,200.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"Easy Mac Original Macaroni & Cheese Dinner, microwaveable",0 g,200 mg,230,5 mg,1 g,1 mg,7 g,2.5 g,550 mg,5 g,42 g,4 g,0 g,200 mg,0 mg,Macaroni & Cheese (Kraft),Packaged Meals,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-easy-mac-original-macaroni-cheese-dinner-microwaveable/XbMG4kDnQB-OVQTkC28oMg,,,,,,0.0,g,200.0,mg,5.0,mg,1.0,g,1.0,mg,7.0,g,2.5,g,550.0,mg,5.0,g,42.0,g,4.0,g,200.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"Deluxe Original Cheddar Macaroni & Cheese Dinner, dry",0 g,150 mg,320,15 mg,1 g,2 mg,12 g,3 g,900 mg,3 g,45 g,10 g,0 g,100 mg,0 mg,Macaroni & Cheese (Kraft),Packaged Meals,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-deluxe-original-cheddar-macaroni-cheese-dinner-dry/ty_9mvQQRsOWG2g8wT79GQ,,,,,,0.0,g,150.0,mg,15.0,mg,1.0,g,2.0,mg,12.0,g,3.0,g,900.0,mg,3.0,g,45.0,g,10.0,g,100.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"Easy Mac Original Cheesy Made Easy Macaroni & Cheese Dinner, dry",0 g,75 mg,215,5 mg,1 g,1 mg,6.5 g,1.8 g,465 mg,6 g,13.5 g,3 g,,0 mg,0 mg,Macaroni & Cheese (Kraft),Packaged Meals,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-easy-mac-original-cheesy-made-easy-macaroni-cheese-dinner-dry/7p3HzwP7RpiG5w9SnwCp6g,,,,,,0.0,g,75.0,mg,5.0,mg,1.0,g,1.0,mg,6.5,g,1.8,g,465.0,mg,6.0,g,13.5,g,3.0,g,0.0,mg,0.0,mg,,,,,,,,,,,,,
"The Cheesiest Original Flavor Macaroni & Cheese Dinner, dry",0 g,100 mg,260,15 mg,1 g,2 mg,10 g,1.5 g,580 mg,6 g,47 g,3.5 g,0 g,0 mg,0 mg,Macaroni & Cheese (Kraft),Packaged Meals,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-the-cheesiest-original-flavor-macaroni-cheese-dinner-dry/N6BPBJBcS1uZqlMZleKZAg,,,,,,0.0,g,100.0,mg,15.0,mg,1.0,g,2.0,mg,10.0,g,1.5,g,580.0,mg,6.0,g,47.0,g,3.5,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"Spirals Macaroni & Cheese Dinner, dry",0 g,100 mg,260,15 mg,1 g,2 mg,10 g,1.5 g,580 mg,6 g,47 g,3.5 g,0 g,0 mg,0 mg,Macaroni & Cheese (Kraft),Packaged Meals,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-spirals-macaroni-cheese-dinner-dry/E33KCUEURCu6oV6HhhlSFw,,,,,,0.0,g,100.0,mg,15.0,mg,1.0,g,2.0,mg,10.0,g,1.5,g,580.0,mg,6.0,g,47.0,g,3.5,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"Budget Gourmet, Classics, Angel Hair Pasta in Meat Sauce",0 g,60 mg,290,10 mg,4 g,3 mg,11 g,2 g,410 mg,5 g,48 g,5 g,0 g,1000 mg,9 mg,Michelina's,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-budget-gourmet-classics-angel-hair-pasta-in-meat-sauce/8I6ZC7O9Tom1cvxiqWHdpw,,,,,,0.0,g,60.0,mg,10.0,mg,4.0,g,3.0,mg,11.0,g,2.0,g,410.0,mg,5.0,g,48.0,g,5.0,g,1000.0,mg,9.0,mg,,,0.0,g,,,,,,,,,
"Authentico, Pop 'n Chicken",0 g,20 mg,340,20 mg,3 g,1 mg,10 g,3 g,790 mg,1 g,38 g,16 g,0 g,100 mg,5 mg,Michelina's,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-authentico-pop-n-chicken/bZ4htZIrQi6GJnp8s8VmBg,,,,,,0.0,g,20.0,mg,20.0,mg,3.0,g,1.0,mg,10.0,g,3.0,g,790.0,mg,1.0,g,38.0,g,16.0,g,100.0,mg,5.0,mg,,,0.0,g,,,,,,,,,
"Budget Gourmet, Premium, Chicken Fried Rice",0 g,40 mg,350,25 mg,2 g,1 mg,14 g,1 g,950 mg,3 g,57 g,6 g,0 g,1000 mg,6 mg,Michelina's,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-budget-gourmet-premium-chicken-fried-rice/S80Jd0PPSXCztrNrdFgAjA,,,,,,0.0,g,40.0,mg,25.0,mg,2.0,g,1.0,mg,14.0,g,1.0,g,950.0,mg,3.0,g,57.0,g,6.0,g,1000.0,mg,6.0,mg,,,0.0,g,,,,,,,,,
"Egg Rolls, Chicken",0 g,20 mg,170,5 mg,1 g,1 mg,5 g,1 g,440 mg,1 g,22 g,7 g,0 g,500 mg,9 mg,Michelina's,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-egg-rolls-chicken/8H1OKw9-RYmv3D8yeH2u6A,,,,,,0.0,g,20.0,mg,5.0,mg,1.0,g,1.0,mg,5.0,g,1.0,g,440.0,mg,1.0,g,22.0,g,7.0,g,500.0,mg,9.0,mg,,,0.0,g,,,,,,,,,
"Lean Gourmet, Mandarin Chicken",0 g,20 mg,260,15 mg,2 g,1 mg,9 g,0.5 g,650 mg,7 g,46 g,3 g,0 g,1250 mg,12 mg,Michelina's,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-lean-gourmet-mandarin-chicken/1QhAIe57TL-G8oQR17iiig,,,,,,0.0,g,20.0,mg,15.0,mg,2.0,g,1.0,mg,9.0,g,0.5,g,650.0,mg,7.0,g,46.0,g,3.0,g,1250.0,mg,12.0,mg,,,0.0,g,,,,,,,,,
"Budget Gourmet, Premium, Meatloaf",0 g,60 mg,370,60 mg,2 g,2 mg,13 g,9 g,1000 mg,3 g,25 g,21 g,0 g,200 mg,5 mg,Michelina's,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-budget-gourmet-premium-meatloaf/4O7U3RtbREKbjRW7tEx3qQ,,,,,,0.0,g,60.0,mg,60.0,mg,2.0,g,2.0,mg,13.0,g,9.0,g,1000.0,mg,3.0,g,25.0,g,21.0,g,200.0,mg,5.0,mg,,,0.0,g,,,,,,,,,
"Authentico, Roasted Garlic Chicken",0 g,200 mg,360,25 mg,2 g,3 mg,13 g,8 g,690 mg,4 g,41 g,16 g,0 g,500 mg,15 mg,Michelina's,Frozen Pizzas,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-pizzas-authentico-roasted-garlic-chicken/qPfTuQQSQBGOGX6ydmzI0g,,,,,,0.0,g,200.0,mg,25.0,mg,2.0,g,3.0,mg,13.0,g,8.0,g,690.0,mg,4.0,g,41.0,g,16.0,g,500.0,mg,15.0,mg,,,0.0,g,,,,,,,,,
"Zap'ems, Penne & Italian Sausage",0 g,40 mg,280,10 mg,3 g,3 mg,10 g,2 g,410 mg,4 g,41 g,7 g,0 g,300 mg,12 mg,Michelina's,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-zapems-penne-italian-sausage/2B_fdErVRSyLypXPn4DGZA,,,,,,0.0,g,40.0,mg,10.0,mg,3.0,g,3.0,mg,10.0,g,2.0,g,410.0,mg,4.0,g,41.0,g,7.0,g,300.0,mg,12.0,mg,,,0.0,g,,,,,,,,,
"Budget Gourmet, Premium, Lasagna w. Meat Sauce",0 g,200 mg,340,25 mg,8 g,4 mg,17 g,3 g,940 mg,5 g,52 g,9 g,0 g,750 mg,12 mg,Michelina's,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-budget-gourmet-premium-lasagna-w-meat-sauce/JQg-ATwIQRKbwaKGJL6cwg,,,,,,0.0,g,200.0,mg,25.0,mg,8.0,g,4.0,mg,17.0,g,3.0,g,940.0,mg,5.0,g,52.0,g,9.0,g,750.0,mg,12.0,mg,,,0.0,g,,,,,,,,,
"Authentico, Lasagna Alfredo",0 g,200 mg,340,40 mg,2 g,2 mg,12 g,7 g,700 mg,4 g,38 g,15 g,0 g,750 mg,6 mg,Michelina's,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-authentico-lasagna-alfredo/_jCLzxIlQQGrivPdweHW8A,,,,,,0.0,g,200.0,mg,40.0,mg,2.0,g,2.0,mg,12.0,g,7.0,g,700.0,mg,4.0,g,38.0,g,15.0,g,750.0,mg,6.0,mg,,,0.0,g,,,,,,,,,
"Lean Gourmet, Macaroni & Cheese",0 g,100 mg,270,10 mg,2 g,3 mg,10 g,1.5 g,520 mg,3 g,47 g,3.5 g,0 g,100 mg,0 mg,Michelina's,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-lean-gourmet-macaroni-cheese/Az8o4eGDQu2seayxzbLRaA,,,,,,0.0,g,100.0,mg,10.0,mg,2.0,g,3.0,mg,10.0,g,1.5,g,520.0,mg,3.0,g,47.0,g,3.5,g,100.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
Sugar-Free Chocolate Pudding Snack,0 g,100 mg,60,0 mg,1 g,1 mg,1 g,1 g,170 mg,0 g,3 g,1.5 g,0 g,0 mg,0 mg,Jell-O,Puddings,https://www.calorieking.com/us/en/foods/f/calories-in-puddings-sugar-free-chocolate-pudding-snack/JdjcW2B4TIea-1xUl5WTyQ,,,,,,0.0,g,100.0,mg,0.0,mg,1.0,g,1.0,mg,1.0,g,1.0,g,170.0,mg,0.0,g,3.0,g,1.5,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
Jell-O,0 g,,160,,0 g,,2 g,,,,38 g,0 g,,,,Luby's,Desserts,https://www.calorieking.com/us/en/foods/f/calories-in-desserts-jell-o/MXx86_4ATWmrAOy7VpuYNw,,,,,,0.0,g,,,,,0.0,g,,,2.0,g,,,,,,,38.0,g,0.0,g,,,,,,,,,,,,,,,,,
Sugar Free Jell-O,0 g,,10,0 mg,0 g,,2 g,0 g,5 mg,0 g,0 g,0 g,0 g,,,Souper Salad,Desserts,https://www.calorieking.com/us/en/foods/f/calories-in-desserts-sugar-free-jell-o/GpGDzjhdQ2mroQw5wf6TgQ,,,,,,0.0,g,,,0.0,mg,0.0,g,,,2.0,g,0.0,g,5.0,mg,0.0,g,0.0,g,0.0,g,,,,,,,0.0,g,,,,,,,,,
"Dinner, Chicken Fettuccine, frozen",0 g,100 mg,250,65 mg,0 g,1 mg,17 g,2 g,440 mg,2 g,29 g,7 g,0 g,0 mg,0 mg,Jenny Craig,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-dinner-chicken-fettuccine-frozen/kVghs8aDRJ682BosKSClYw,,,,,,0.0,g,100.0,mg,65.0,mg,0.0,g,1.0,mg,17.0,g,2.0,g,440.0,mg,2.0,g,29.0,g,7.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"Country Vegetable Soup, microwaveable bowl",0 g,40 mg,100,0 mg,4 g,1 mg,4 g,0 g,480 mg,4 g,20 g,0 g,0 g,1000 mg,2 mg,Healthy Choice,Soups,https://www.calorieking.com/us/en/foods/f/calories-in-soups-country-vegetable-soup-microwaveable-bowl/hlNPwVa_T-icSWbKbZ5NVw+,660 mg,,,,,0.0,g,40.0,mg,0.0,mg,4.0,g,1.0,mg,4.0,g,0.0,g,480.0,mg,4.0,g,20.0,g,0.0,g,1000.0,mg,2.0,mg,660.0,mg,0.0,g,,,,,,,,,
"Cafe Steamers, General Tso's Spicy Chicken, frozen",0 g,20 mg,290,25 mg,3 g,1 mg,16 g,1 g,580 mg,11 g,47 g,3.5 g,0 g,500 mg,2 mg,Healthy Choice,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-cafe-steamers-general-tsos-spicy-chicken-frozen/OxQI0GyNQBqhMjIJiz5C-w,550 mg,,1.5 g,0.5 g,,0.0,g,20.0,mg,25.0,mg,3.0,g,1.0,mg,16.0,g,1.0,g,580.0,mg,11.0,g,47.0,g,3.5,g,500.0,mg,2.0,mg,550.0,mg,0.0,g,1.5,g,0.5,g,,,,,
"Chicken & Dumplings Soup, canned",0 g,20 mg,150,30 mg,3 g,1 mg,8 g,1 g,480 mg,2 g,22 g,3 g,0 g,750 mg,2 mg,Healthy Choice,Soups,https://www.calorieking.com/us/en/foods/f/calories-in-soups-chicken-dumplings-soup-canned/qzJLwp4mSQCVWEslF009NA,380 mg,,,,,0.0,g,20.0,mg,30.0,mg,3.0,g,1.0,mg,8.0,g,1.0,g,480.0,mg,2.0,g,22.0,g,3.0,g,750.0,mg,2.0,mg,380.0,mg,0.0,g,,,,,,,,,
